Timestamp,Put in your MTurk ID to consent.,undocumented,female,hispanic,white,What is your date of birth? Give month and year only,abc,birthyear,What is your annual income (as you would report it in the Census)? ,income,What is the highest degree or level of school you have completed? ,educ,In which US State do you live?,region0,regionx,born_in_usa,born_usa,"if you are really paying attention, click strongly agree.",attention,Do you think the number of illegal immigrants to America nowadays should be... ,letin,"In the long run, do you think that people who are illegally immigrating to the United States today will make American society better, will make American society worse, or do you think that today's illegal immigrants won't affect American society one way or another? ",immimp,"Now I'm going to read you a series of statements and would like to get your reaction to them. After I read each statement, please tell me if you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree with the statement:                                                              “Illegal immigrants are getting too demanding in their push for equal rights.”"," “The Irish, Italians, Jews, and many other minorities overcame prejudice and worked their way up. Today's illegal immigrants should do the same without any special favors.”",“English will be threatened if other languages are frequently used in large illegal immigrant communities in the U.S.”,immrights,immfavor,immlang,immigrant_crimes,immigrant_ideas,immigrant_jobs,immigrant_growth,immigrant_united,immcrime,immideas,immjob,immgrowth,immunit,"“Recently, there have been several investigative reports regarding the condition of illegal immigrants being held in detention centers around the United States. The reports indicate that some detainees are held for long periods of time under inhumane conditions, lacking sufficient nutrition, proper sanitary facilities, access to legal counseling, or even contact with family members. The reports also discuss cases of medical negligence concerning the treatment of detainees with serious health problems. In one case, a detainee told authorities he was suffering from severe chest pain, profound shortness of breath, and dizziness, and asked for immediate medical attention. However, these situations require supervised transportation to a hospital several miles away from the detention center. In response, detention center officials denied the detainee this medical service because they considered him to be a flight risk. The officials said they had a reasonable cause to deny medical attention outside the facility. The detainee, on the other hand, said that the denial of medical attention was unwarranted and that his health was continuing to deteriorate.” Do you think the government should transport this illegal migrant to the hospital, at the risk of enabling him to escape? ",transport,With which U.S. party do you identify with?,party,media,"How much do you identify as conservative, moderate, or liberal?",polview,"“It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?""",auth,"""white people""","""Latino people"" ",ethnocentrism, Question Is there anything else you would like to tell us about this survey? 
2019/08/12 5:39:00 AM GMT+8,A1YSYI926BBOHW,1,0,0,0,Oct-83,1983,1983,"Above 150,000","Above 150,000","Bachelor’s degree (for example: BA, BS)",16,California,west,3,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not too likely,-2,2,-2,2,-1,Yes,1,Independent,0,1,Extremely liberal,-3,Disagree strongly,-2,3,8,-5,No
2019/08/12 5:39:50 AM GMT+8,A6JKKANO7F4KD,1,0,0,1,Aug-61,1961,1961,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,CO,west,3,No,0,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Agree,1,1,1,Somewhat likely,Not likely at all,Somewhat likely,Not at all likely,Very likely,1,-2,1,-2,2,Yes,1,Independent,0,7,Extremely conservative,3,Disagree,-1,8,7,1,no
2019/08/12 5:42:53 AM GMT+8,A2S75O867RJG0I,1,0,1,1,Oct-94,1994,1994,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,MO,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Neither agree nor disagree,1,2,0,Not too likely,Not too likely,Not too likely,Not at all likely,Somewhat likely,-1,-1,-1,-2,1,Yes,1,Republican,1,6,Conservative,2,Disagree,-1,8,8,0,Illegal means you have broken the law to come here. You should be then treated as a criminal. There is nothing wrong with those that come here as legal immigrants.
2019/08/12 5:43:01 AM GMT+8,A3MX18VKVCPZLB,1,0,0,1,Mar-00,2000,2000,"100,001-125,000",112500,"1 or more years of college credit, no degree",13,North Carolina,south,1,Yes,1,Strongly disagree,0,Remain the same as it is.,0,Better,1,Neither disagree nor agree,Neither agree nor disagree,Agree,0,0,1,Not too likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,-1,2,1,1,1,Yes,1,Independent,0,4,Moderate,0,Agree,1,,,,
2019/08/12 5:43:55 AM GMT+8,A18SXC3JEN1O0U,1,0,0,1,Feb-59,1959,1959,"$0-25,000",12500,Regular high school diploma,18,PA,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly disagree,Agree,2,-2,1,Don't know,Not too likely,Very likely,Not too likely,Very likely,0,-1,2,-1,2,Yes,1,Independent,0,5,Slightly conservative,1,Agree,1,8,8,0,
2019/08/12 5:45:59 AM GMT+8,A074332538R4YYDPXNF01,1,1,0,0,Nov-98,1998,1998,"$0-25,000",12500,"1 or more years of college credit, no degree",13,TX,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Somewhat likely,Very likely,Not too likely,Somewhat likely,Somewhat likely,1,2,-1,1,1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Agree,1,4,4,0,Thank you for the opportunity! This was very thought-provoking.
2019/08/12 5:46:00 AM GMT+8,A1VZSFHTU51JP0,1,0,0,1,Jan-82,1982,1982,"$0-25,000",12500,Regular high school diploma,18,Oklahoma,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Strongly Disagree,Neither agree nor disagree,Disagree,-2,0,-1,Not too likely,Very likely,Not likely at all,Not too likely,Not likely at all,-1,2,-2,-1,-2,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree strongly,-2,9,9,0,This didn't make sense above: It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.
2019/08/12 5:46:12 AM GMT+8,A1H72Y9Z5NJXDS,1,1,1,1,Jan-79,1979,1979,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,California,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Somewhat likely,Somewhat likely,Very likely,Not too likely,-1,1,1,2,-1,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree,-1,6,8,-2,no
2019/08/12 5:47:16 AM GMT+8,A31CQ2BUTMPXCT,1,1,0,1,07 1969,1969,1969,"100,001-125,000",112500,Regular high school diploma,18,Missouri,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Strongly agree,Strongly agree,Agree,2,2,1,Somewhat likely,Not too likely,Somewhat likely,Not too likely,Very likely,1,-1,1,-1,2,Yes,1,Republican,1,5,Slightly conservative,1,Agree,1,6,6,0,Immigration is good for the country as long as you follow the rules and don't break the law. My husband came to this country legally.
2019/08/12 5:49:16 AM GMT+8,AJ7ZG426Z02RJ,1,0,0,1,Jan-95,1995,1995,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,PA,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Neither disagree nor agree,Disagree,Neither agree nor disagree,0,-1,0,Not too likely,Not too likely,Somewhat likely,Not too likely,Not likely at all,-1,-1,1,-1,-2,Yes,1,Democrat,-1,4,Moderate,0,Agree,1,4,4,0,no
2019/08/12 5:49:24 AM GMT+8,A20SXG1DHDIDI7,1,1,0,1,Feb-73,1973,1973,"$0-25,000",12500,Regular high school diploma,18,Delaware,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Strongly agree,Neither agree nor disagree,Agree,2,0,1,Not too likely,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,-1,1,2,1,1,No,0,Independent,0,4,Slightly liberal,-1,Disagree strongly,-2,,,,I have little sympathy for criminals who made their choices and then complain that they are being treated as criminals afterward.  Our tax dollars shouldn't be spent making sure their lives are comfortable while they are here illegally.
2019/08/12 5:49:48 AM GMT+8,AZ79FR04OLJX8,1,1,0,1,Oct-52,1952,1952,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,Mississippi,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Somewhat likely,Not at all likely,Very likely,2,-2,1,-2,2,No,0,Republican,1,7,Conservative,2,Agree,1,10,1,9,no
2019/08/12 5:54:24 AM GMT+8,A31681CCEVDIH3,1,1,0,1,Jan-88,1988,1988,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Texas,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not too likely,Somewhat likely,Not likely at all,-1,2,-1,1,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,9,9,0,
2019/08/12 5:54:57 AM GMT+8,A1XVEKS9O73ERE,1,1,0,1,Sep-79,1979,1979,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Agree,1,1,1,Somewhat likely,Somewhat likely,Very likely,Not too likely,Very likely,1,1,2,-1,2,No,0,Republican,1,7,Conservative,2,Agree,1,9,9,0,Legal immigration is very welcome.
2019/08/12 5:57:52 AM GMT+8,A2VRDE2FHCBMF8,1,0,0,1,Feb-79,1979,1979,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,California,west,3,No,0,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not likely at all,Somewhat likely,Not too likely,Very likely,Not likely at all,-2,1,-1,2,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,7,6,1,"Thank you very much for this HIT, and best of luck with your research"
2019/08/12 6:11:34 AM GMT+8,A1TLQ6BTDQX7US,1,1,0,1,Dec-79,1979,1979,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Alabama,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not too likely,Very likely,Not too likely,Somewhat likely,Not likely at all,-1,2,-1,1,-2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,10,10,0,Great survey about an important topic. Thank you.
2019/08/12 6:35:29 AM GMT+8,A3OW5EFQ5QFD19,1,1,0,0,Apr-88,1988,1988,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Very likely,Not likely at all,Very likely,Not too likely,-1,2,-2,2,-1,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree strongly,-2,4,6,-2,
2019/08/12 6:38:31 AM GMT+8,AMTTB8JUWRRM7,1,1,0,1,Jun-96,1996,1996,"125,000-150,000",137500,"Bachelor’s degree (for example: BA, BS)",16,Massachusetts,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,5,5,0,
2019/08/12 6:52:06 AM GMT+8,A1VVR9MA1P9HWJ,1,1,0,1,Apr-78,1978,1978,"$50,001-75,000",62500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,indiana,midwest,2,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,7,10,-3,fuck trump.
2019/08/12 6:56:35 AM GMT+8,A2Z7SWO6HS5OOI,1,1,0,1,Mar-94,1994,1994,"$25,001-50,000",37500,Regular high school diploma,18,PA,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Somewhat likely,Not likely at all,Somewhat likely,Not at all likely,Very likely,1,-2,1,-2,2,Yes,1,Democrat,-1,2,Liberal,-2,Agree,1,10,4,6,
2019/08/12 7:38:44 AM GMT+8,A2SD7GN80U31GW,1,1,0,1,Jul-84,1984,1984,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Wisconsin,midwest,2,Yes,1,Strongly agree,1,Don't know.,0,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not likely at all,Somewhat likely,Not likely at all,-1,2,-2,1,-2,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree strongly,-2,6,6,0,no
2019/08/12 7:38:49 AM GMT+8,A2HSCKH5NKN5LP,1,0,0,1,Aug-86,1986,1986,"$25,001-50,000",37500,Regular high school diploma,18,Florida,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Neither agree nor disagree,Strongly disagree,0,0,-2,Very likely,Not too likely,Not too likely,Not at all likely,Somewhat likely,2,-1,-1,-2,1,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree,-1,6,6,0,"I don't wish ill on the illegal immigrants, but I do think we should be enforcing our border.  I don't think it's a good idea to encourage illegal immigration in any sense of the word.  Every other country is allowed to enforce their border, we should be as well."
2019/08/12 7:39:08 AM GMT+8,A3D6VDP1APQF3D,1,0,0,0,Oct-88,1988,1988,"125,000-150,000",137500,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",19,California,west,3,No,0,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Strongly disagree,-1,0,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,2,Slightly liberal,-1,Disagree,-1,3,5,-2,
2019/08/12 7:45:06 AM GMT+8,A3NM3GAVMJEI3J,1,1,0,1,Dec-71,1971,1971,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,PA,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Strongly agree,Agree,0,2,1,Somewhat likely,Not too likely,Somewhat likely,Not at all likely,Somewhat likely,1,-1,1,-2,1,Yes,1,Independent,0,5,Conservative,2,Disagree,-1,9,7,2,no
2019/08/12 7:47:52 AM GMT+8,A3H8O4XH8VNL02,1,0,0,1,Apr-93,1993,1993,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,PA,northeast,0,Yes,1,Strongly agree,1,Increased a lot.,2,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Disagree,-2,-2,-1,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-1,1,-2,1,-1,Yes,1,Independent,0,2,Extremely liberal,-3,Disagree strongly,-2,2,8,-6,
2019/08/12 8:28:45 AM GMT+8,AK47FLPTKZR5G,1,0,0,1,Nov-89,1989,1989,"$0-25,000",12500,GED or alternative credential,13,Texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Strongly agree,1,1,2,Not too likely,Somewhat likely,Very likely,Not at all likely,Very likely,-1,1,2,-2,2,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree strongly,-2,7,5,2,
2019/08/12 9:07:28 AM GMT+8,AA4O2W236E3FW,1,1,0,1,Aug-71,1971,1971,"$50,001-75,000",62500,Regular high school diploma,18,Pennsylvania,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Disagree,0,0,-1,Don't know,Somewhat likely,Not too likely,Don't know,Don't know,0,1,-1,0,0,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree,-1,9,7,2,"No, not really."
2019/08/12 10:44:48 AM GMT+8,AVXVNAV449NM1,1,0,0,1,Apr-82,1982,1982,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,Missouri,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Neither disagree nor agree,Disagree,Strongly disagree,0,-1,-2,Not too likely,Somewhat likely,Not too likely,Not too likely,Not likely at all,-1,1,-1,-1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Disagree strongly,-2,6,6,0,Not really
2019/08/24 5:54:43 PM GMT+8,A8AK4WHNZS755,1,1,0,1,Nov-77,1977,1977,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,colorado,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Better,1,Neither disagree nor agree,Agree,Neither agree nor disagree,0,1,0,Somewhat likely,Somewhat likely,Somewhat likely,Not too likely,Not too likely,1,1,1,-1,-1,Yes,1,Democrat,-1,7,Extremely conservative,3,Agree,1,9,7,2,no
2019/08/24 5:56:11 PM GMT+8,A26WJPE2RS98NM,1,0,0,1,May-52,1952,1952,"100,001-125,000",112500,"Bachelor’s degree (for example: BA, BS)",16,COLORADO,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Not too likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,-1,1,1,2,1,Yes,1,Democrat,-1,7,Conservative,2,Agree,1,10,4,6,IMMIGRATION
2019/08/24 5:56:21 PM GMT+8,A2JSIDRTDGDC7T,1,1,1,0,3/26/53,1953,1953,"$75,001-100,000",87500,Regular high school diploma,18,va,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,,Agree,Agree,0,1,1,Very likely,Somewhat likely,Not too likely,Very likely,Very likely,2,1,-1,2,2,Yes,1,Democrat,-1,5,Moderate,0,Agree,1,5,6,-1,no
2019/08/24 5:56:26 PM GMT+8,A19OCD2Q0K2U6M,1,0,0,1,Jul-63,1963,1963,"$0-25,000",12500,Regular high school diploma,18,Florida,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Strongly agree,Neither agree nor disagree,0,2,0,Somewhat likely,Not too likely,Not too likely,Not at all likely,Somewhat likely,1,-1,-1,-2,1,No,0,Independent,0,3,Moderate,0,Agree,1,6,6,0,no
2019/08/24 5:57:12 PM GMT+8,A11FGDHNWN992,1,0,0,1,1960,1905,1905,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,caligornia,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,Very likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,2,2,1,1,1,Yes,1,Democrat,-1,7,Conservative,2,Agree,1,10,8,2,immigration
2019/08/24 5:57:58 PM GMT+8,A2NEFRREWF33YP,1,1,0,1,Mar-67,1967,1967,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,PA,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Disagree,Neither agree nor disagree,Disagree,-1,0,-1,Not too likely,Very likely,Not too likely,Somewhat likely,Not too likely,-1,2,-1,1,-1,Yes,1,Independent,0,3,Moderate,0,Disagree,-1,,,,
2019/08/24 5:57:59 PM GMT+8,A1FNNL4YJGBU8U,1,0,0,1,Feb-96,1996,1996,"$75,001-100,000",87500,GED or alternative credential,13,Tennessee,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Agree,Strongly disagree,0,1,-2,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-2,1,-2,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,6,6,0,Thanks
2019/08/24 5:58:11 PM GMT+8,A2K53OHEY92410,1,1,0,1,1969,1905,1905,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,colorodo,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Agree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,1,1,1,1,1,Yes,1,Democrat,-1,5,Extremely liberal,-3,Disagree,-1,6,8,-2,conservation
2019/08/24 6:00:37 PM GMT+8,A2JSIDRTDGDC7T,1,1,1,0,3/26/53,1953,1953,"$75,001-100,000",87500,Regular high school diploma,18,va,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,,Agree,Agree,0,1,1,Very likely,Somewhat likely,Not too likely,Very likely,Very likely,2,1,-1,2,2,Yes,1,Democrat,-1,5,Moderate,0,Agree,1,5,6,-1,no
2019/08/24 6:00:57 PM GMT+8,A2TLN8489YGY81,1,0,0,0,Jun-87,1987,1987,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,MA,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Strongly Disagree,Neither agree nor disagree,Strongly disagree,-2,0,-2,Not likely at all,Not too likely,Not likely at all,Not too likely,Not likely at all,-2,-1,-2,-1,-2,No,0,Democrat,-1,2,Liberal,-2,Agree,1,6,6,0,Everything was clear and there were no tech issues so far.
2019/08/24 6:02:02 PM GMT+8,A2B7SPYBPF7H8I,1,1,0,1,Aug-68,1968,1968,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,NY,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Very likely,Very likely,Not at all likely,Very likely,2,2,2,-2,2,Yes,1,Republican,1,7,Extremely conservative,3,Disagree strongly,-2,10,1,9,Nothing
2019/08/24 6:02:44 PM GMT+8,A1R1F51OC1NGAG,1,0,0,0,Apr-97,1997,1997,"$75,001-100,000",87500,Regular high school diploma,18,Texas,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Agree,Disagree,Disagree,1,-1,-1,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,1,1,-1,1,1,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,6,9,-3,
2019/08/24 6:04:03 PM GMT+8,A2YYF6QXHYRN88,1,1,1,1,1/13/92,1992,1992,"$75,001-100,000",87500,"Doctorate degree (for example PhD, EdD)",22,Indiana,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Strongly agree,Strongly agree,Strongly disagree,2,2,-2,Not too likely,Very likely,Not likely at all,Very likely,Not likely at all,-1,2,-2,2,-2,Yes,1,Republican,1,7,Extremely conservative,3,Disagree,-1,,,,It is an awesome survey. Opinions are important.
2019/08/24 6:05:06 PM GMT+8,A2YHOJLEZR8663,1,0,0,1,Feb-84,1984,1984,"$25,001-50,000",37500,Regular high school diploma,18,South Carolina,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Disagree,Strongly agree,Disagree,-1,2,-1,Very likely,Not likely at all,Somewhat likely,Not too likely,Very likely,2,-2,1,-1,2,Yes,1,Independent,0,7,Conservative,2,Disagree,-1,10,8,2,No
2019/08/24 6:22:27 PM GMT+8,ABAPBC3ZHN8B1,1,0,0,1,May-96,1996,1996,"100,001-125,000",112500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Strongly agree,1,1,2,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,1,1,1,1,1,Yes,1,Republican,1,6,Liberal,-2,Agree,1,9,9,0,nothing
2019/08/24 6:23:11 PM GMT+8,A24O2DYQRAJUXN,1,1,1,1,22/01/1995,1995,1995,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Worse,-1,Neither disagree nor agree,Agree,Agree,0,1,1,Very likely,Very likely,Very likely,Somewhat likely,Very likely,2,2,2,1,2,Yes,1,Republican,1,6,Conservative,2,Agree,1,8,9,-1,nothing 
2019/08/24 6:26:42 PM GMT+8,A3UAON3ALEG2JE,1,1,1,0,12/31/63,1963,1963,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,TN,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Better,1,Agree,Agree,Agree,1,1,1,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,1,1,1,1,1,Yes,1,Republican,1,5,Liberal,-2,Agree,1,6,6,0,GOOD
2019/08/24 6:28:24 PM GMT+8,A2WEEHSZ6LRPIQ,1,1,1,1,22/1996,1996,1996,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Agree,1,1,1,Very likely,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,2,1,2,1,1,Yes,1,Republican,1,6,Liberal,-2,Agree,1,9,9,0,nothing
2019/08/24 6:32:29 PM GMT+8,A7WJINDR01OCU,1,1,0,1,AUGUST AND 1991,1991,1991,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,NEW YORK,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Neither disagree nor agree,Agree,Strongly agree,0,1,2,Somewhat likely,Somewhat likely,Very likely,Not too likely,Very likely,1,1,2,-1,2,Yes,1,Republican,1,5,Slightly liberal,-1,Agree,1,8,2,6,NA 
2019/08/24 6:53:04 PM GMT+8,A1F9W03R8ZMDO7,1,0,1,1,6/8/96,1996,1996,"125,000-150,000",137500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Agree,Neither agree nor disagree,Agree,1,0,1,Very likely,Very likely,Very likely,Very likely,Very likely,2,2,2,2,2,Yes,1,Republican,1,6,Liberal,-2,Agree,1,9,10,-1,point to the interviewer
2019/08/24 7:45:51 PM GMT+8,A17QHU5Q0FS3GW,1,0,0,1,Apr-91,1991,1991,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Colorado,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly disagree,Strongly disagree,2,-2,-2,Very likely,Very likely,Not too likely,Very likely,Very likely,2,2,-1,2,2,Yes,1,Independent,0,7,Extremely conservative,3,Agree strongly,2,8,7,1,No
